226,Product 225,88.21
227,Product 226,49.80
228,Product 227,123.95
229,Product 228,722.18
230,Product 229,259.49
231,Product 230,446.61
232,Product 231,247.19
233,Product 232,416.72
234,Product 233,509.19
235,Product 234,103.44
236,Product 235,507.01
237,Product 236,873.12
238,Product 237,79.37
239,Product 238,271.66
240,Product 239,548.54
241,Product 240,921.78
242,Product 241,101.84
243,Product 242,243.89
244,Product 243,533.63
245,Product 244,303.18
246,Product 245,191.16
247,Product 246,257.97
248,Product 247,663.80
249,Product 248,465.17
250,Product 249,850.35
251,Product 250,946.36
252,Product 251,949.88
253,Product 252,866.74
254,Product 253,264.49
255,Product 254,993.44
256,Product 255,550.12
257,Product 256,919.96
258,Product 257,777.38
259,Product 258,640.99
260,Product 259,296.84
261,Product 260,882.68
262,Product 261,472.30
263,Product 262,315.38
264,Product 263,235.12
265,Product 264,351.07
266,Product 265,810.12
267,Product 266,940.59
268,Product 267,108.18
269,Product 268,494.64
270,Product 269,216.54
271,Product 270,447.06
272,Product 271,739.90
273,Product 272,825.70
274,Product 273,854.94
275,Product 274,589.16
276,Product 275,188.46
277,Product 276,100.57
278,Product 277,572.25
279,Product 278,442.76
280,Product 279,373.70
281,Product 280,912.32
282,Product 281,162.61
283,Product 282,869.40
284,Product 283,616.49
285,Product 284,652.51
286,Product 285,656.91
287,Product 286,804.87
288,Product 287,169.69
289,Product 288,793.95
290,Product 289,316.11
291,Product 290,457.63
292,Product 291,368.48
293,Product 292,877.37
294,Product 293,382.24
295,Product 294,386.13
296,Product 295,481.53
297,Product 296,171.51
298,Product 297,423.13
299,Product 298,964.26
300,Product 299,705.34
301,Product 300,719.38
302,Product 301,295.43
303,Product 302,940.41
304,Product 303,10.10
305,Product 304,383.13
306,Product 305,345.26
307,Product 306,648.15
308,Product 307,718.78
309,Product 308,555.09
310,Product 309,466.73
311,Product 310,935.29
312,Product 311,780.03
313,Product 312,415.07
314,Product 313,45.82
315,Product 314,43.21
316,Product 315,680.66
317,Product 316,981.67
318,Product 317,630.61
319,Product 318,489.62
320,Product 319,835.57
321,Product 320,730.08
322,Product 321,388.54
323,Product 322,485.32
324,Product 323,90.17
325,Product 324,229.33
326,Product 325,37.40
327,Product 326,549.51
328,Product 327,675.19
329,Product 328,89.01
330,Product 329,968.94
331,Product 330,778.12
332,Product 331,563.34
333,Product 332,498.53
334,Product 333,722.47
335,Product 334,665.90
336,Product 335,694.64
337,Product 336,791.41
338,Product 337,810.55
339,Product 338,485.73
340,Product 339,959.46
341,Product 340,772.91
342,Product 341,149.93
343,Product 342,987.05
344,Product 343,157.86
345,Product 344,10.94
346,Product 345,7.92
347,Product 346,590.80
348,Product 347,388.89
349,Product 348,908.64
350,Product 349,438.06
351,Product 350,329.16
352,Product 351,465.30
353,Product 352,151.30
354,Product 353,648.60
355,Product 354,506.12
356,Product 355,996.79
357,Product 356,50.89
358,Product 357,623.24
359,Product 358,438.60
360,Product 359,739.23
361,Product 360,398.56
362,Product 361,595.90
363,Product 362,678.09
364,Product 363,667.37
365,Product 364,678.43
366,Product 365,669.64
367,Product 366,808.69
368,Product 367,995.52
369,Product 368,895.62
370,Product 369,964.70
371,Product 370,270.35
372,Product 371,43.09
373,Product 372,826.91
374,Product 373,181.56
375,Product 374,664.68
376,Product 375,421.42
377,Product 376,214.54
378,Product 377,372.11
379,Product 378,665.80
380,Product 379,503.40
381,Product 380,291.69
382,Product 381,25.51
383,Product 382,979.96
384,Product 383,528.95
385,Product 384,52.60
386,Product 385,295.19
387,Product 386,775.34
388,Product 387,997.62
389,Product 388,861.06
390,Product 389,319.06
391,Product 390,636.88
392,Product 391,203.26
393,Product 392,327.80
394,Product 393,117.72
395,Product 394,391.58
396,Product 395,876.30
397,Product 396,880.53
398,Product 397,493.47
399,Product 398,95.40
400,Product 399,915.75
401,Product 400,99.71
402,Product 401,697.96
403,Product 402,75.85
404,Product 403,115.81
405,Product 404,699.05
406,Product 405,387.15
407,Product 406,183.01
408,Product 407,621.19
409,Product 408,991.21
410,Product 409,539.53
411,Product 410,316.71
412,Product 411,580.50
413,Product 412,797.86
414,Product 413,576.97
415,Product 414,868.96
416,Product 415,108.62
417,Product 416,37.16
418,Product 417,897.42
419,Product 418,948.28
420,Product 419,217.13
421,Product 420,652.86
422,Product 421,404.46
423,Product 422,136.25
424,Product 423,825.39
425,Product 424,135.66
426,Product 425,401.15
427,Product 426,66.75
428,Product 427,325.96
429,Product 428,631.17
430,Product 429,403.92
431,Product 430,314.66
432,Product 431,443.95
433,Product 432,527.63
434,Product 433,27.08
435,Product 434,933.21
436,Product 435,303.16
437,Product 436,472.76
438,Product 437,89.47
439,Product 438,488.03
440,Product 439,690.95
441,Product 440,980.62
442,Product 441,501.97
443,Product 442,601.16
444,Product 443,498.89
445,Product 444,157.80
446,Product 445,308.11
447,Product 446,839.07
448,Product 447,208.09
449,Product 448,602.50
450,Product 449,469.76
451,Product 450,257.00
452,Product 451,85.84
453,Product 452,210.73
454,Product 453,615.76
455,Product 454,45.04
456,Product 455,464.32
457,Product 456,460.98
458,Product 457,3.68
459,Product 458,511.76
460,Product 459,82.49
461,Product 460,741.55
462,Product 461,383.35
463,Product 462,87.58
464,Product 463,988.89
465,Product 464,434.48
466,Product 465,295.54
467,Product 466,132.25
468,Product 467,925.84
469,Product 468,775.34
470,Product 469,589.99
471,Product 470,89.91
472,Product 471,444.83
473,Product 472,970.43
474,Product 473,604.54
475,Product 474,950.16
476,Product 475,237.98
477,Product 476,670.71
478,Product 477,510.23
479,Product 478,44.72
480,Product 479,312.29
481,Product 480,676.58
482,Product 481,797.26
483,Product 482,937.09
484,Product 483,681.12
485,Product 484,677.93
486,Product 485,752.46
487,Product 486,546.02
488,Product 487,201.41
489,Product 488,921.14
490,Product 489,61.22
491,Product 490,684.04
492,Product 491,45.65
493,Product 492,937.55
494,Product 493,355.50
495,Product 494,888.27
496,Product 495,64.11
497,Product 496,867.60
498,Product 497,623.76
499,Product 498,773.48
500,Product 499,965.60
501,Product 500,470.33
502,Product 501,900.35
503,Product 502,146.02
504,Product 503,824.43
505,Product 504,619.92
506,Product 505,558.39
507,Product 506,782.38
508,Product 507,906.21
509,Product 508,959.15
510,Product 509,844.20
511,Product 510,97.35
512,Product 511,196.97
513,Product 512,403.93
514,Product 513,10.73
515,Product 514,904.38
516,Product 515,318.03
517,Product 516,373.87
518,Product 517,533.66
519,Product 518,104.41
520,Product 519,712.76
521,Product 520,960.73
522,Product 521,425.84
523,Product 522,429.55
524,Product 523,102.14
525,Product 524,739.67
526,Product 525,604.36
527,Product 526,314.35
528,Product 527,222.43
529,Product 528,577.78
530,Product 529,609.25
531,Product 530,569.79
532,Product 531,781.00
533,Product 532,599.88
534,Product 533,723.76
535,Product 534,793.91
536,Product 535,395.87
537,Product 536,433.63
538,Product 537,703.41
539,Product 538,368.37
540,Product 539,19.37
541,Product 540,973.99
542,Product 541,884.41
543,Product 542,460.88
544,Product 543,988.19
545,Product 544,181.84
546,Product 545,411.94
547,Product 546,681.75
548,Product 547,390.10
549,Product 548,861.55
550,Product 549,704.57
551,Product 550,925.86
552,Product 551,891.26
553,Product 552,950.13
554,Product 553,53.41
555,Product 554,472.01
556,Product 555,528.94
557,Product 556,592.85
558,Product 557,443.20
559,Product 558,607.46
560,Product 559,240.57
561,Product 560,180.31
562,Product 561,276.84
563,Product 562,898.21
564,Product 563,73.25
565,Product 564,577.17
566,Product 565,686.48
567,Product 566,734.36
568,Product 567,96.84
569,Product 568,984.95
570,Product 569,520.88
571,Product 570,944.86
572,Product 571,28.94
573,Product 572,249.26
574,Product 573,912.72
575,Product 574,97.29
576,Product 575,471.97
577,Product 576,946.41
578,Product 577,548.84
579,Product 578,575.85
580,Product 579,460.19
581,Product 580,264.90
582,Product 581,392.86
583,Product 582,664.50
584,Product 583,718.68
585,Product 584,534.18
586,Product 585,641.33
587,Product 586,652.21
588,Product 587,646.58
589,Product 588,246.41
590,Product 589,133.45
591,Product 590,423.76
592,Product 591,553.69
593,Product 592,566.17
594,Product 593,278.87
595,Product 594,101.73
596,Product 595,102.07
597,Product 596,628.75
598,Product 597,819.25
599,Product 598,64.34
600,Product 599,233.70
601,Product 600,389.82
602,Product 601,396.24
603,Product 602,78.98
604,Product 603,100.37
605,Product 604,407.01
606,Product 605,962.38
607,Product 606,362.05
608,Product 607,653.76
609,Product 608,708.75
610,Product 609,540.71
611,Product 610,103.90
612,Product 611,601.29
613,Product 612,836.18
614,Product 613,715.19
615,Product 614,380.91
616,Product 615,387.72
617,Product 616,230.80
618,Product 617,516.21
619,Product 618,417.21
620,Product 619,722.52
621,Product 620,383.90
622,Product 621,53.69
623,Product 622,854.45
624,Product 623,939.99
625,Product 624,563.12
626,Product 625,345.40
627,Product 626,40.96
628,Product 627,151.44
629,Product 628,486.94
630,Product 629,288.74
631,Product 630,360.06
632,Product 631,728.51
633,Product 632,30.31
634,Product 633,631.71
635,Product 634,282.55
636,Product 635,141.44
637,Product 636,912.25
638,Product 637,112.02
639,Product 638,149.70
640,Product 639,568.12
641,Product 640,341.10
642,Product 641,653.39
643,Product 642,670.40
644,Product 643,987.36
645,Product 644,773.39
646,Product 645,633.62
647,Product 646,750.18
648,Product 647,674.10
649,Product 648,279.62
650,Product 649,771.56
651,Product 650,559.63
652,Product 651,124.44
653,Product 652,503.00
654,Product 653,118.55
655,Product 654,696.25
656,Product 655,455.24
657,Product 656,846.88
658,Product 657,984.34
659,Product 658,895.98
660,Product 659,245.47
661,Product 660,332.22
662,Product 661,379.01
663,Product 662,9.94
664,Product 663,616.16
665,Product 664,528.26
666,Product 665,709.02
667,Product 666,876.32
668,Product 667,80.56
669,Product 668,77.80
670,Product 669,29.54
671,Product 670,289.30
672,Product 671,338.21
673,Product 672,612.91
674,Product 673,124.47
675,Product 674,493.92
676,Product 675,734.12
677,Product 676,287.59
678,Product 677,62.04
679,Product 678,519.83
680,Product 679,558.62
681,Product 680,740.63
682,Product 681,655.53
683,Product 682,206.92
684,Product 683,723.56
685,Product 684,45.36
686,Product 685,447.70
687,Product 686,971.94
688,Product 687,617.38
689,Product 688,102.21
690,Product 689,431.73
691,Product 690,218.06
692,Product 691,114.21
693,Product 692,985.62
694,Product 693,722.90
695,Product 694,797.66
696,Product 695,791.38
697,Product 696,968.96
698,Product 697,802.13
699,Product 698,104.23
700,Product 699,395.08
701,Product 700,319.16
702,Product 701,766.09
703,Product 702,189.98
704,Product 703,485.38
705,Product 704,477.06
706,Product 705,238.47
707,Product 706,783.85
708,Product 707,989.89
709,Product 708,920.34
710,Product 709,222.64
711,Product 710,217.92
712,Product 711,99.23
713,Product 712,842.78
714,Product 713,208.54
715,Product 714,60.57
716,Product 715,547.95
717,Product 716,776.57
718,Product 717,284.77
719,Product 718,700.86
720,Product 719,841.09
721,Product 720,434.11
722,Product 721,851.89
723,Product 722,231.38
724,Product 723,409.46
725,Product 724,351.06
726,Product 725,783.56
727,Product 726,735.13
728,Product 727,5.87
729,Product 728,374.70
730,Product 729,539.87
731,Product 730,497.65
732,Product 731,889.64
733,Product 732,659.43
734,Product 733,800.03
735,Product 734,736.40
736,Product 735,488.76
737,Product 736,605.91
738,Product 737,652.05
739,Product 738,167.15
740,Product 739,276.41
741,Product 740,111.06
742,Product 741,252.36
743,Product 742,110.99
744,Product 743,553.12
745,Product 744,582.65
746,Product 745,151.01
747,Product 746,885.42
748,Product 747,685.89
749,Product 748,415.95
750,Product 749,166.31
751,Product 750,919.42
752,Product 751,122.33
753,Product 752,28.86
754,Product 753,787.61
755,Product 754,384.86
756,Product 755,170.60
757,Product 756,107.79
758,Product 757,585.83
759,Product 758,145.51
760,Product 759,115.30
761,Product 760,428.48
762,Product 761,18.67
763,Product 762,489.70
764,Product 763,724.48
765,Product 764,484.14
766,Product 765,330.82
767,Product 766,434.32
768,Product 767,594.83
769,Product 768,177.50
770,Product 769,969.19
771,Product 770,365.11
772,Product 771,79.65
773,Product 772,14.41
774,Product 773,59.30
775,Product 774,412.06
776,Product 775,748.73
777,Product 776,573.05
778,Product 777,21.07
779,Product 778,248.89
780,Product 779,439.16
781,Product 780,516.49
782,Product 781,340.72
783,Product 782,951.57
784,Product 783,972.97
785,Product 784,65.26
786,Product 785,860.38
787,Product 786,153.88
788,Product 787,540.41
789,Product 788,652.74
790,Product 789,697.69
791,Product 790,996.24
792,Product 791,576.44
793,Product 792,447.61
794,Product 793,65.27
795,Product 794,279.42
796,Product 795,693.74
797,Product 796,546.19
798,Product 797,823.04
799,Product 798,806.05
800,Product 799,876.95
801,Product 800,911.63
802,Product 801,566.42
803,Product 802,120.12
804,Product 803,690.65
805,Product 804,567.67
806,Product 805,429.21
807,Product 806,738.72
808,Product 807,707.92
809,Product 808,141.68
810,Product 809,562.21
811,Product 810,510.24
812,Product 811,726.34
813,Product 812,594.70
814,Product 813,437.20
815,Product 814,929.37
816,Product 815,605.29
817,Product 816,875.67
818,Product 817,720.54
819,Product 818,92.02
820,Product 819,730.88
821,Product 820,292.90
822,Product 821,461.76
823,Product 822,482.00
824,Product 823,194.20
825,Product 824,607.32
826,Product 825,749.37
827,Product 826,946.10
828,Product 827,753.79
829,Product 828,220.70
830,Product 829,800.25
831,Product 830,36.01
832,Product 831,544.97
833,Product 832,356.02
834,Product 833,667.97
835,Product 834,372.41
836,Product 835,296.33
837,Product 836,808.14
838,Product 837,381.91
839,Product 838,821.03
840,Product 839,517.93
841,Product 840,679.75
842,Product 841,361.04
843,Product 842,59.84
844,Product 843,736.18
845,Product 844,510.52
846,Product 845,384.69
847,Product 846,563.45
848,Product 847,366.60
849,Product 848,357.20
850,Product 849,247.52
851,Product 850,132.86
852,Product 851,239.05
853,Product 852,687.71
854,Product 853,476.66
855,Product 854,857.76
856,Product 855,118.72
857,Product 856,414.45
858,Product 857,146.35
859,Product 858,813.50
860,Product 859,801.58
861,Product 860,9.90
862,Product 861,889.01
863,Product 862,866.17
864,Product 863,504.81
865,Product 864,422.44
866,Product 865,670.98
867,Product 866,686.84
868,Product 867,320.28
869,Product 868,440.52
870,Product 869,777.72
871,Product 870,459.61
872,Product 871,453.55
873,Product 872,240.61
874,Product 873,734.90
875,Product 874,808.41
876,Product 875,830.90
877,Product 876,97.20
878,Product 877,580.84
879,Product 878,163.54
880,Product 879,423.78
881,Product 880,632.81
882,Product 881,0.00
883,Product 882,141.70
884,Product 883,312.81
885,Product 884,541.47
886,Product 885,328.54
887,Product 886,521.79
888,Product 887,92.42
889,Product 888,431.03
890,Product 889,349.99
891,Product 890,64.11
892,Product 891,702.92
893,Product 892,298.01
894,Product 893,112.79
895,Product 894,741.64
896,Product 895,167.97
897,Product 896,172.84
898,Product 897,720.74
899,Product 898,929.60
900,Product 899,13.64
901,Product 900,654.27
902,Product 901,173.94
903,Product 902,733.60
904,Product 903,349.11
905,Product 904,388.38
906,Product 905,869.64
907,Product 906,926.28
908,Product 907,699.48
909,Product 908,41.15
910,Product 909,310.93
911,Product 910,908.98
912,Product 911,697.89
913,Product 912,962.48
914,Product 913,916.12
915,Product 914,717.34
916,Product 915,666.72
917,Product 916,545.66
918,Product 917,572.46
919,Product 918,348.62
920,Product 919,947.08
921,Product 920,247.93
922,Product 921,735.13
923,Product 922,603.44
924,Product 923,570.81
925,Product 924,356.12
926,Product 925,435.93
927,Product 926,206.11
928,Product 927,511.17
929,Product 928,855.50
930,Product 929,535.80
931,Product 930,195.04
932,Product 931,295.88
933,Product 932,191.01
934,Product 933,931.29
935,Product 934,458.71
936,Product 935,220.59
937,Product 936,296.60
938,Product 937,207.27
939,Product 938,832.68
940,Product 939,761.03
941,Product 940,11.87
942,Product 941,416.83
943,Product 942,369.20
944,Product 943,48.68
945,Product 944,904.30
946,Product 945,263.68
947,Product 946,243.83
948,Product 947,447.86
949,Product 948,571.38
950,Product 949,963.89
951,Product 950,272.09
952,Product 951,350.91
953,Product 952,708.51
954,Product 953,470.35
955,Product 954,174.23
956,Product 955,293.78
957,Product 956,597.09
958,Product 957,557.54
959,Product 958,547.40
960,Product 959,385.88
961,Product 960,191.12
962,Product 961,483.24
963,Product 962,982.35
964,Product 963,845.61
965,Product 964,661.91
966,Product 965,570.31
967,Product 966,895.18
968,Product 967,137.70
969,Product 968,96.85
970,Product 969,83.66
971,Product 970,434.95
972,Product 971,818.07
973,Product 972,41.80
974,Product 973,215.92
975,Product 974,274.26
976,Product 975,709.23
977,Product 976,725.64
978,Product 977,840.33
979,Product 978,192.23
980,Product 979,451.62
981,Product 980,111.71
982,Product 981,940.10
983,Product 982,118.38
984,Product 983,805.61
985,Product 984,382.24
986,Product 985,280.73
987,Product 986,720.74
988,Product 987,314.20
989,Product 988,80.41
990,Product 989,955.53
991,Product 990,692.94
992,Product 991,77.89
993,Product 992,908.99
994,Product 993,903.83
995,Product 994,622.40
996,Product 995,441.46
997,Product 996,115.06
998,Product 997,377.88
999,Product 998,705.81
1000,Product 999,345.93
1001,Product 0,72.60
1002,Product 1,447.16
1003,Product 2,148.79
1004,Product 3,743.49
1005,Product 4,844.23
1006,Product 5,30.52
1007,Product 6,363.17
1008,Product 7,912.73
1009,Product 8,803.43
1010,Product 9,379.71
1011,Product 10,961.19
1012,Product 11,631.32
1013,Product 12,336.66
1014,Product 13,844.58
1015,Product 14,415.33
1016,Product 15,868.68
1017,Product 16,465.06
1018,Product 17,316.23
1019,Product 18,403.28
1020,Product 19,193.40
1021,Product 20,938.71
1022,Product 21,241.09
1023,Product 22,125.16
1024,Product 23,594.79
1025,Product 24,650.44
1026,Product 25,405.34
1027,Product 26,849.24
1028,Product 27,278.66
1029,Product 28,325.04
1030,Product 29,13.99
1031,Product 30,703.13
1032,Product 31,261.18
1033,Product 32,944.65
1034,Product 33,633.01
1035,Product 34,622.70
1036,Product 35,143.92
1037,Product 36,907.11
1038,Product 37,888.12
1039,Product 38,797.93
1040,Product 39,794.50
1041,Product 40,481.58
1042,Product 41,420.31
1043,Product 42,912.89
1044,Product 43,778.85
1045,Product 44,724.25
1046,Product 45,485.71
1047,Product 46,966.19
1048,Product 47,294.78
1049,Product 48,646.94
1050,Product 49,756.60
1051,Product 50,478.74
1052,Product 51,40.83
1053,Product 52,92.40
1054,Product 53,330.33
1055,Product 54,447.77
1056,Product 55,920.48
1057,Product 56,462.73
1058,Product 57,684.56
1059,Product 58,488.42
1060,Product 59,728.59
1061,Product 60,170.60
1062,Product 61,329.68
1063,Product 62,219.16
1064,Product 63,995.47
1065,Product 64,438.31
1066,Product 65,203.54
1067,Product 66,92.24
1068,Product 67,973.51
1069,Product 68,855.40
1070,Product 69,428.53
1071,Product 70,547.62
1072,Product 71,341.91
1073,Product 72,923.24
1074,Product 73,907.58
1075,Product 74,576.32
1076,Product 75,577.55
1077,Product 76,663.46
1078,Product 77,373.44
1079,Product 78,518.88
1080,Product 79,92.89
1081,Product 80,247.07
1082,Product 81,924.47
1083,Product 82,194.82
1084,Product 83,176.67
1085,Product 84,512.27
1086,Product 85,780.31
1087,Product 86,260.81
1088,Product 87,488.88
1089,Product 88,181.16
1090,Product 89,972.37
1091,Product 90,28.37
1092,Product 91,358.63
1093,Product 92,559.43
1094,Product 93,946.60
1095,Product 94,835.98
1096,Product 95,411.66
1097,Product 96,507.81
1098,Product 97,600.27
1099,Product 98,466.30
1100,Product 99,114.13
1101,Product 100,510.34
1102,Product 101,99.21
1103,Product 102,25.54
1104,Product 103,659.84
1105,Product 104,731.72
1106,Product 105,928.83
1107,Product 106,160.43
1108,Product 107,250.20
1109,Product 108,54.79
1110,Product 109,19.76
1111,Product 110,477.24
1112,Product 111,219.81
1113,Product 112,219.05
1114,Product 113,457.82
1115,Product 114,547.94
1116,Product 115,644.63
1117,Product 116,342.22
1118,Product 117,238.43
1119,Product 118,940.17
1120,Product 119,35.99
1121,Product 120,299.15
1122,Product 121,756.78
1123,Product 122,291.08
1124,Product 123,470.50
1125,Product 124,656.23
1126,Product 125,237.97
1127,Product 126,558.82
1128,Product 127,34.28
1129,Product 128,114.17
1130,Product 129,105.17
1131,Product 130,231.40
1132,Product 131,769.63
1133,Product 132,698.13
1134,Product 133,359.08
1135,Product 134,449.30
1136,Product 135,402.77
1137,Product 136,251.72
1138,Product 137,398.42
1139,Product 138,705.99
1140,Product 139,3.88
1141,Product 140,139.89
1142,Product 141,348.77
1143,Product 142,30.16
1144,Product 143,383.35
1145,Product 144,445.63
1146,Product 145,886.35
1147,Product 146,323.58
1148,Product 147,463.20
1149,Product 148,356.61
1150,Product 149,742.95
1151,Product 150,830.61
1152,Product 151,78.37
1153,Product 152,880.13
1154,Product 153,560.36
1155,Product 154,548.07
1156,Product 155,659.30
1157,Product 156,498.61
1158,Product 157,524.73
1159,Product 158,748.75
1160,Product 159,26.15
1161,Product 160,882.44
1162,Product 161,255.67
1163,Product 162,687.10
1164,Product 163,83.93
1165,Product 164,313.40
1166,Product 165,749.82
1167,Product 166,982.47
1168,Product 167,549.21
1169,Product 168,39.09
1170,Product 169,785.23
1171,Product 170,133.43
1172,Product 171,960.64
1173,Product 172,377.55
1174,Product 173,80.48
1175,Product 174,105.65
1176,Product 175,129.24
1177,Product 176,20.95
1178,Product 177,671.52
1179,Product 178,956.68
1180,Product 179,868.83
1181,Product 180,648.72
1182,Product 181,419.29
1183,Product 182,12.39
1184,Product 183,312.57
1185,Product 184,652.29
1186,Product 185,292.73
1187,Product 186,193.13
1188,Product 187,369.19
1189,Product 188,498.01
1190,Product 189,84.36
1191,Product 190,701.79
1192,Product 191,900.18
1193,Product 192,8.90
1194,Product 193,509.74
1195,Product 194,431.27
1196,Product 195,9.27
1197,Product 196,632.70
1198,Product 197,217.15
1199,Product 198,126.15
1200,Product 199,426.11
1201,Product 200,580.55
1202,Product 201,90.27
1203,Product 202,540.68
1204,Product 203,338.14
1205,Product 204,569.62
1206,Product 205,364.53
1207,Product 206,575.02
1208,Product 207,178.10
1209,Product 208,782.76
1210,Product 209,496.55
1211,Product 210,641.94
1212,Product 211,809.04
1213,Product 212,569.24
1214,Product 213,426.29
1215,Product 214,317.86
1216,Product 215,264.54
1217,Product 216,353.30
1218,Product 217,853.13
1219,Product 218,665.30
1220,Product 219,699.03
1221,Product 220,190.71
1222,Product 221,409.65
1223,Product 222,478.02
1224,Product 223,481.39
1225,Product 224,418.32
1226,Product 225,160.91
1227,Product 226,95.55
1228,Product 227,424.31
1229,Product 228,877.98
1230,Product 229,682.12
1231,Product 230,360.61
1232,Product 231,983.25
1233,Product 232,263.39
1234,Product 233,74.15
1235,Product 234,751.03
1236,Product 235,880.35
1237,Product 236,237.06
1238,Product 237,664.06
1239,Product 238,706.91
1240,Product 239,12.30
1241,Product 240,94.63
1242,Product 241,806.53
1243,Product 242,694.22
1244,Product 243,685.68
1245,Product 244,914.74
1246,Product 245,152.52
1247,Product 246,598.08
1248,Product 247,189.02
1249,Product 248,325.04
